Level,Rarity,Name,Traits,Size,Source
14,Rare,Master Xun,Human; Humanoid; Rare,Medium,Pathfinder #167: Ready? Fight! pg. 23
14,Unique,Shino Hakusa,Human; Humanoid; Unique,Medium,Pathfinder #166: Despair on Danger Island pg. 63
14,Unique,Troff Frostknuckles,Goblin; Humanoid; Unique,Small,Pathfinder #167: Ready? Fight! pg. 43
14,Common,Uthul,Air; Elemental,Huge,Bestiary pg. 317
14,Unique,Zhang Yong,Half-Orc; Human; Humanoid; Orc; Unique,Medium,No-Prep Character: Zhang Yong pg. 0
14,Rare,Kuchisake-Onna,Aberration; Rare,Medium,Bestiary 3 pg. 156
14,Uncommon,Adult Cloud Dragon,Air; Dragon; Elemental; Uncommon,Huge,Bestiary 2 pg. 902.0
14,Uncommon,Bul-Gae,Beast; Cold; Fire; Uncommon,Medium,Pathfinder #168: King of the Mountain pg. 79
14,Rare,Elder Cauthooj,Beast; Rare,Medium,Pathfinder #166: Despair on Danger Island pg. 49
14,Rare,Gray Gardener Assassin,Human; Humanoid; Rare,Medium,Night of the Gray Death pg. 20
14,Unique,Kralgurn,Duergar; Dwarf; Humanoid; Unique,Medium,Pathfinder #148: Fires of the Haunted City pg. 31
14,Common,Peri,Celestial; Fire,Medium,Bestiary 3 pg. 201
14,Unique,Speartooth,Animal; Unique,Large,Kingmaker Adventure Path pg. 104
14,Uncommon,Sunburst Corpse,Uncommon; Undead,Medium,Pathfinder #172: Secrets of the Temple City pg. 85
14,Rare,Terrorguard,Construct; Dream; Mindless; Rare,Medium,Pathfinder #184: The Ghouls Hunger pg. 89
14,Unique,Thessekka,Humanoid; Unique; Xulgath,Medium,Pathfinder #153: Life's Long Shadows pg. 90
14,Rare,Thresholder Disciple,Human; Humanoid; Rare,Medium,Kingmaker Adventure Path pg. 409
14,Uncommon,Vanth Warrior,Monitor; Psychopomp; Uncommon,Medium,Pathfinder #186: Ghost King's Rage pg. 18
14,Uncommon,Zephyr Guard,Human; Humanoid; Uncommon,Medium,Pathfinder #149: Against the Scarlet Triad pg. 51
14,Unique,Ainamuuren,Cold; Humanoid; Unique,Large,Monsters of Myth pg. 9
14,Unique,Blue Viper,Humanoid; Ratfolk; Unique,Small,Pathfinder #166: Despair on Danger Island pg. 63
14,Common,Doprillu,Aberration,Medium,Bestiary 2 pg. 852.0
14,Common,Elder Elemental Tsunami,Aquatic; Elemental; Water,Huge,Kingmaker Adventure Path pg. 429
14,Rare,Hill Giant Butcher,Earth; Giant; Humanoid; Rare,Large,Kingmaker Adventure Path pg. 110
14,Unique,Jamandi Aldori,Elf; Human; Humanoid; Unique,Medium,Kingmaker Adventure Path pg. 599
14,Unique,Ledorick Banyan,Human; Humanoid; Unique,Medium,Pathfinder #154: Siege of the Dinosaurs pg. 88
14,Rare,Mezlan,Ooze; Rare,Medium,Bestiary 3 pg. 167
14,Unique,Nkiruka,Human; Humanoid; Unique,Medium,Pathfinder #172: Secrets of the Temple City pg. 88
14,Rare,Tyrannosaurus Imperator,Animal; Dinosaur; Rare,Gargantuan,Pathfinder #166: Despair on Danger Island pg. 31
14,Uncommon,Crag Linnorm,Dragon; Fire; Uncommon,Gargantuan,Bestiary pg. 224
14,Rare,Mammoth Turtle,Animal; Rare,Gargantuan,Pathfinder #166: Despair on Danger Island pg. 31
14,Rare,Veiled Master,Aberration; Aquatic; Rare,Large,Bestiary pg. 14
14,Unique,Hooktongue,Amphibious; Animal; Unique,Huge,Kingmaker Adventure Path pg. 97
14,Common,Ancient Rivener,Humanoid; Ikeshti,Large,Pathfinder #173: Doorway to the Red Star pg. 86
14,Common,Ankou,Fey,Large,Bestiary 2 pg. 192.0
14,Unique,Huldrin Skolsdottir,Human; Humanoid; Unique,Medium,Pathfinder #167: Ready? Fight! pg. 42
14,Unique,K.H.W.'s Echo,Human; Humanoid; Unique,Medium,Dark Archive pg. 214
14,Common,Astral Deva,Angel; Celestial,Medium,Bestiary pg. 19
14,Common,Plague Giant,Giant; Humanoid,Huge,Bestiary 3 pg. 111
14,Common,Trumpet Archon,Archon; Celestial,Medium,Bestiary 2 pg. 232.0
14,Uncommon,Adult Forest Dragon,Dragon; Plant; Uncommon,Huge,Bestiary 3 pg. 75
14,Uncommon,Dramofir,Aberration; Dream; Uncommon,Large,Bestiary 3 pg. 86
14,Rare,Overgrown Viper Vine,Plant; Rare,Large,Kingmaker Adventure Path pg. 360
14,Common,Adult Silver Dragon,Cold; Dragon,Huge,Bestiary pg. 126
14,Unique,Armag,Human; Humanoid; Unique,Medium,Kingmaker Adventure Path pg. 592
14,Common,Chakanaj,Fiend; Sahkil,Tiny,Night of the Gray Death pg. 70
14,Uncommon,Giant Aukashungi,Aberration; Amphibious; Uncommon,Huge,Pathfinder #154: Siege of the Dinosaurs pg. 77
14,Rare,Wild Hunt Hound,Fey; Rare; Wild Hunt,Medium,Kingmaker Adventure Path pg. 616
14,Common,Adult Red Dragon,Dragon; Fire,Huge,Bestiary pg. 112
14,Uncommon,Shatterling,Fey; Uncommon,Small,Pathfinder #160: Assault on Hunting Lodge Seven pg. 84
14,Rare,Ravenile,Humanoid; Lizardfolk; Rare,Large,Pathfinder #159: All or Nothing pg. 84
14,Unique,Urnak Lostwind,Human; Humanoid; Orc; Unique,Medium,Pathfinder #167: Ready? Fight! pg. 41
14,Unique,Gaetane,Beast; Human; Humanoid; Unique; Werecreature,Medium,Kingmaker Adventure Path pg. 359
14,Common,Nikaramsa,Asura; Fiend,Large,Bestiary 3 pg. 24
14,Unique,Morrowkin,Aberration; Time; Unique,Medium,Dark Archive pg. 192
14,Rare,Ravener Husk,Dragon; Rare; Undead,Gargantuan,Bestiary 2 pg. 2242.0
14,Unique,Ran-to,Goblin; Humanoid; Unique,Small,Pathfinder #166: Despair on Danger Island pg. 64
14,Common,Sepid,Div; Fiend,Large,Bestiary 3 pg. 71
14,Common,Nalfeshnee,Demon; Fiend,Huge,"Bestiary 2 pg. 682.0 , Pathfinder #149: Against the Scarlet Triad pg. 86"
14,Common,Gunpowder Ooze,Mindless; Ooze,Large,Impossible Lands pg. 334
14,Common,Minister Of Tumult,Undead; Vampire,Medium,"Book of the Dead pg. 159, Pathfinder #167: Ready? Fight! pg. 87"
14,Rare,Sorcerous Skull Swarm,Rare; Swarm; Undead,Large,Bestiary 3 pg. 245
14,Unique,Watchtower Poltergeist,Incorporeal; Spirit; Undead; Unique,Medium,Pathfinder #166: Despair on Danger Island pg. 35
14,Unique,King Harral,Undead; Unique,Medium,Pathfinder #148: Fires of the Haunted City pg. 42
14,Uncommon,Worm That Walks Cultist,Aberration; Swarm; Uncommon,Medium,Bestiary 2 pg. 2972.0
14,Uncommon,Death Coach,Incorporeal; Spirit; Uncommon; Undead,Huge,Book of the Dead pg. 86
14,Unique,Yurgak,Ghoul; Undead; Unique,Medium,Pathfinder #184: The Ghouls Hunger pg. 30
14,Unique,Falrok,Ghoul; Undead; Unique,Medium,Pathfinder #148: Fires of the Haunted City pg. 46
14,Uncommon,Obrousian,Amphibious; Uncommon; Undead,Medium,"Book of the Dead pg. 134, Pathfinder #161: Belly of the Black Whale pg. 86"
14,Unique,Starved Staff,Undead; Unique,Huge,Pathfinder #154: Siege of the Dinosaurs pg. 16
14,Common,Tormented,Undead,Medium,Book of the Dead pg. 152
14,Common,Urdefhan Dominator,Humanoid; Urdefhan,Medium,Pathfinder #155: Lord of the Black Sands pg. 83
14,Uncommon,Graveknight Warmaster,Uncommon; Undead,Medium,Book of the Dead pg. 110
14,Rare,Kellid Graveknight,Rare; Undead,Medium,Kingmaker Adventure Path pg. 401
14,Unique,Sié Goluo,Beast; Incorporeal; Spirit; Unique,Huge,The Mwangi Expanse pg. 3052.0
15,Unique,Jaiban,Beast; Unique,Gargantuan,Pathfinder #166: Despair on Danger Island pg. 41
15,Uncommon,Penqual,Fiend; Sahkil; Swarm; Uncommon,Huge,Pathfinder #162: Ruins of the Radiant Siege pg. 84
15,Rare,Mastiff Of Tindalos,Aberration; Evil; Rare; Time,Medium,Kingmaker Adventure Path pg. 416
15,Common,Crucidaemon,Daemon; Fiend,Medium,Pathfinder #149: Against the Scarlet Triad pg. 85
15,Rare,Defaced Naiad Queen,Amphibious; Fey; Nymph; Rare; Water,Medium,Kingmaker Adventure Path pg. 471
15,Common,Marut,Aeon; Inevitable; Monitor,Large,Bestiary 2 pg. 102.0
15,Uncommon,Lampad Queen,Earth; Fey; Nymph; Uncommon,Medium,Bestiary 3 pg. 189
15,Common,Morrigna,Monitor; Psychopomp,Medium,Bestiary pg. 271
15,Common,Animated Colossus,Construct; Mindless,Gargantuan,Bestiary 3 pg. 19
15,Rare,Tolokand,Aberration; Rare,Large,Bestiary 3 pg. 272
15,Rare,Clockwork Cannoneer,Clockwork; Construct; Mindless; Rare,Huge,Impossible Lands pg. 325
15,Unique,Halspin the Stung,Catfolk; Humanoid; Unique,Medium,Pathfinder #167: Ready? Fight! pg. 40
15,Unique,Joon-seo,Humanoid; Samsaran; Unique,Medium,Pathfinder #167: Ready? Fight! pg. 41
15,Unique,Yarrika,Human; Humanoid; Unique,Medium,Pathfinder #167: Ready? Fight! pg. 34
15,Unique,Zashathal Head-Taker,Humanoid; Unique; Xulgath,Medium,Pathfinder #154: Siege of the Dinosaurs pg. 90
15,Unique,Yoh Souran,Human; Humanoid; Unique,Medium,Pathfinder #168: King of the Mountain pg. 90
15,Unique,Zuferian,Human; Humanoid; Unique,Medium,Pathfinder #148: Fires of the Haunted City pg. 37
15,Unique,Ancient Skaveling,Undead; Unique,Large,Pathfinder #184: The Ghouls Hunger pg. 63
15,Unique,Hana's Hundreds,Human; Humanoid; Troop; Unique,Medium,Pathfinder #166: Despair on Danger Island pg. 51
15,Unique,Ilssrah Embermead,Dwarf; Humanoid; Unique,Medium,Pathfinder #148: Fires of the Haunted City pg. 88
15,Uncommon,Popobawa,Humanoid; Uncommon,Medium,Bestiary 3 pg. 206
15,Common,Scarlet Triad Mage,Human; Humanoid; Tiefling,Medium,Pathfinder #149: Against the Scarlet Triad pg. 57
15,Common,Taiga Yai,Fiend; Giant; Humanoid; Oni,Huge,Pathfinder #167: Ready? Fight! pg. 81
15,Uncommon,Adult Sovereign Dragon,Dragon; Earth; Uncommon,Huge,Bestiary 3 pg. 82
15,Uncommon,Adult Umbral Dragon,Dragon; Shadow; Uncommon,Huge,Bestiary 2 pg. 962.0
15,Rare,Amihan,Human; Humanoid; Rare,Medium,Pathfinder #167: Ready? Fight! pg. 40
15,Common,Black Scorpion,Animal,Gargantuan,Bestiary 2 pg. 2342.0
15,Rare,Contemplative Meditant,Aberration; Rare,Medium,Pathfinder #173: Doorway to the Red Star pg. 80
15,Unique,Helg Eats-The-Eaters,Aberration; Unique,Large,Pathfinder #154: Siege of the Dinosaurs pg. 86
15,Uncommon,Hyakume,Aberration; Uncommon,Large,Bestiary 3 pg. 139
15,Unique,Lantondo,Construct; Unique; Wyrwood,Small,Pathfinder #167: Ready? Fight! pg. 35
15,Rare,Maalya,Human; Humanoid; Rare,Medium,Pathfinder #167: Ready? Fight! pg. 40
15,Rare,Red Guard Ant,Beast; Rare,Large,Pathfinder #174: Shadows of the Ancients pg. 72
15,Rare,Scarlet Triad Enforcer,Human; Humanoid; Rare,Medium,Pathfinder #149: Against the Scarlet Triad pg. 41
15,Unique,The Stabbing Beast,Fiend; Herald; Unique,Huge,Pathfinder #160: Assault on Hunting Lodge Seven pg. 85
15,Uncommon,Viskithrel,Beast; Uncommon,Huge,Pathfinder #156: The Apocalypse Prophet pg. 84
15,Unique,Grave Spinosaurus,Animal; Dinosaur; Unique,Gargantuan,Pathfinder #166: Despair on Danger Island pg. 32
15,Common,Marrmora,Fey; Fire,Medium,Bestiary 2 pg. 1712.0
15,Rare,Xulgath Thoughtmaw,Amphibious; Humanoid; Rare; Xulgath,Medium,Pathfinder #156: The Apocalypse Prophet pg. 85
15,Unique,Mpondo,Human; Humanoid; Unique,Medium,Pathfinder #173: Doorway to the Red Star pg. 20
15,Rare,Convergent Giant Eagle,Beast; Rare,Large,Pathfinder #156: The Apocalypse Prophet pg. 13
15,Rare,Dread Roc,Animal; Rare,Gargantuan,Pathfinder #166: Despair on Danger Island pg. 30
15,Unique,Somnalu,Aberration; Dream; Unique,Huge,Monsters of Myth pg. 88
15,Uncommon,Sanzuwu,Beast; Fire; Uncommon,Tiny,Pathfinder #168: King of the Mountain pg. 85
15,Uncommon,Shoal Linnorm,Amphibious; Dragon; Uncommon,Gargantuan,Bestiary 2 pg. 1642.0
15,Uncommon,Arms Of Balance,Human; Humanoid; Uncommon,Medium,Pathfinder #167: Ready? Fight! pg. 33
15,Unique,Grandfather Mantis,Minion; Monitor; Spirit; Unique,Medium,Pathfinder #167: Ready? Fight! pg. 35
15,Common,Mukradi,Beast,Gargantuan,Bestiary pg. 239
15,Rare,Planar Terra-Cotta Squadron,Construct; Rare; Troop,Medium,Pathfinder #166: Despair on Danger Island pg. 53
15,Uncommon,Sordesdaemon,Daemon; Fiend; Uncommon,Large,Pathfinder #162: Ruins of the Radiant Siege pg. 78
15,Common,Quelaunt,Aberration,Large,Bestiary pg. 273
15,Uncommon,Berberoka,Giant; Humanoid; Uncommon,Huge,Pathfinder #166: Despair on Danger Island pg. 82
15,Unique,"Redacted, The Weaver In Dreams",Aberration; Human; Humanoid; Unique,Medium,Dark Archive pg. 16
15,Uncommon,Azure Worm,Amphibious; Animal; Uncommon,Gargantuan,Bestiary pg. 57
15,Uncommon,Umonlee,Amphibious; Beast; Cold; Uncommon,Huge,Bestiary 2 pg. 2712.0
15,Rare,Wild Hunt Horse,Fey; Rare; Wild Hunt,Large,Kingmaker Adventure Path pg. 617
15,Common,Adult Gold Dragon,Dragon; Fire,Huge,Bestiary pg. 124
15,Uncommon,Ancient White Dragon,Cold; Dragon; Uncommon,Huge,Bestiary pg. 115
15,Unique,Artus Rodrivan,Elf; Human; Humanoid; Unique,Medium,Pathfinder #167: Ready? Fight! pg. 35
15,Rare,Troll Guard,Giant; Rare; Troll,Large,Kingmaker Adventure Path pg. 383
15,Uncommon,Bellator Mortus Soldier,Human; Humanoid; Uncommon,Medium,Pathfinder #186: Ghost King's Rage pg. 39
15,Uncommon,Kilia Mwibo,Plant; Uncommon,Huge,Pathfinder #172: Secrets of the Temple City pg. 84
15,Uncommon,Neothelid,Aberration; Uncommon,Gargantuan,Bestiary 2 pg. 1812.0
15,Rare,Immortal Ichor,Ooze; Rare,Medium,Pathfinder #149: Against the Scarlet Triad pg. 88
15,Unique,Villamor Koth,Human; Humanoid; Unique,Medium,Kingmaker Adventure Path pg. 347
15,Rare,Jotund Troll,Giant; Mutant; Rare; Troll,Huge,Bestiary 2 pg. 2672.0
15,Rare,Toshigami,Kami; Rare; Spirit,Medium,Bestiary 3 pg. 145
15,Uncommon,Dybbuk,Incorporeal; Spirit; Uncommon; Undead,Medium,Bestiary 3 pg. 88
15,Unique,Watchtower Shadow,Incorporeal; Undead; Unique,Medium,Pathfinder #166: Despair on Danger Island pg. 36
15,Unique,Tollvych,Ghost; Incorporeal; Spirit; Undead; Unique,Medium,Pathfinder #173: Doorway to the Red Star pg. 27
15,Rare,Ghostly Guard,Ghost; Incorporeal; Rare; Spirit; Undead,Medium,Kingmaker Adventure Path pg. 461
15,Unique,Aliriel,Shadow; Undead; Unique; Vampire,Medium,Shadows at Sundown pg. 47
15,Rare,Nosferatu Overlord,Rare; Undead; Vampire,Medium,Bestiary 3 pg. 285
15,Rare,Demilich,Rare; Undead,Tiny,Bestiary pg. 222
15,Unique,Taon,Undead; Unique,Medium,Pathfinder #173: Doorway to the Red Star pg. 31
15,Unique,Hyrune Loxenna,Undead; Unique; Vampire,Medium,Pathfinder #184: The Ghouls Hunger pg. 90
15,Common,Hegessik,Monitor; Protean,Large,Pathfinder #162: Ruins of the Radiant Siege pg. 80
15,Rare,Horde Lich,Rare; Undead,Medium,Book of the Dead pg. 121
15,Uncommon,Nemhaith,Incorporeal; Spirit; Uncommon; Undead,Medium,Bestiary 3 pg. 185
15,Rare,Kargstaad's Giant,Cold; Giant; Humanoid; Rare,Large,Kingmaker Adventure Path pg. 434
15,Uncommon,Graveknight Champion,Uncommon; Undead,Medium,Pathfinder #172: Secrets of the Temple City pg. 83
15,Common,Gallowdead,Undead,Medium,Book of the Dead pg. 94
15,Common,Hollow Serpent,Undead,Large,Book of the Dead pg. 114
15,Unique,Lyrt Cozurn,Incorporeal; Spirit; Undead; Unique,Medium,Pathfinder #154: Siege of the Dinosaurs pg. 40
15,Unique,Accursed Forge-Spurned,Fire; Undead; Unique,Large,Pathfinder #148: Fires of the Haunted City pg. 32
15,Common,Shraen Graveknight,Undead,Medium,Pathfinder #155: Lord of the Black Sands pg. 52
15,Rare,Phoenix,Beast; Fire; Rare,Gargantuan,Bestiary pg. 261
15,Rare,Factbound Nullifier,Rare; Undead,Medium,Pathfinder #185: A Taste of Ashes pg. 84
15,Common,Soulbound Ruin,Construct; Undead,Gargantuan,Pathfinder #148: Fires of the Haunted City pg. 85
15,Rare,Ectoplasmic Amalgam,Rare; Undead,Large,Pathfinder #186: Ghost King's Rage pg. 34
15,Common,Sykever,Darvakka; Shadow; Undead,Huge,Book of the Dead pg. 83
15,Common,Wemmuth,Plant,Huge,Bestiary pg. 326
15,Uncommon,Necrohulk Smasher,Mutant; Uncommon; Undead,Large,Pathfinder #185: A Taste of Ashes pg. 87
16,Rare,Love Siktempora,Rare; Siktempora; Time,Medium,Bestiary 3 pg. 233
16,Rare,Mithral Golem,Construct; Golem; Mindless; Rare,Huge,Bestiary 3 pg. 117
16,Unique,Gedovius,Beast; Earth; Unique,Medium,Kingmaker Adventure Path pg. 391
16,Uncommon,"Elemental Vessel, Water",Aquatic; Elemental; Uncommon; Water,Large,Pathfinder #161: Belly of the Black Whale pg. 82
16,Uncommon,Obsidian Golem,Construct; Golem; Mindless; Uncommon,Large,Pathfinder #155: Lord of the Black Sands pg. 80
16,Rare,Wheel Archon,Archon; Celestial; Rare,Huge,Pathfinder #183: Field of Maidens pg. 82
16,Common,Astradaemon,Daemon; Fiend,Large,Bestiary pg. 73
16,Rare,Formian Mageslayer,Formian; Mutant; Rare,Medium,Pathfinder #173: Doorway to the Red Star pg. 83
16,Uncommon,Bythos,Aeon; Monitor; Uncommon,Large,Bestiary 2 pg. 102.0
16,Unique,Syu Tak-nwa (Level 16),Human; Humanoid; Unique,Medium,Pathfinder #167: Ready? Fight! pg. 35
16,Uncommon,Shabti Slayer,Humanoid; Shabti; Uncommon,Medium,Pathfinder #186: Ghost King's Rage pg. 84
16,Rare,Spiritbound Aluum,Construct; Mindless; Rare; Soulbound,Large,Pathfinder #149: Against the Scarlet Triad pg. 83
16,Rare,Clockwork Dragon,Clockwork; Construct; Mindless; Rare,Huge,Bestiary 3 pg. 51
16,Unique,The Vanish Man,Humanoid; Unique,Medium,Pathfinder #154: Siege of the Dinosaurs pg. 47
16,Rare,Ancient Crystal Dragon,Dragon; Earth; Elemental; Rare,Gargantuan,Bestiary 2 pg. 922.0
16,Common,Ecorche,Undead,Medium,Book of the Dead pg. 90
16,Rare,Melodic Squalls,Air; Elemental; Rare,Huge,Pathfinder #167: Ready? Fight! pg. 57
16,Unique,Engelidis,Aberration; Unique,Large,Kingmaker Adventure Path pg. 393
16,Common,Shadow Yai,Fiend; Giant; Humanoid; Oni; Shadow,Large,Pathfinder #167: Ready? Fight! pg. 80
16,Unique,Skartitch Chip-Tooth,Humanoid; Ratfolk; Unique,Small,Pathfinder #173: Doorway to the Red Star pg. 51
16,Rare,Thresholder Hermeticist,Human; Humanoid; Rare,Medium,Kingmaker Adventure Path pg. 407
16,Common,Zaramuun,Earth; Elemental,Large,Bestiary pg. 339
16,Rare,Alate Ant,Beast; Rare,Large,Pathfinder #174: Shadows of the Ancients pg. 72
16,Rare,Ancient Underworld Dragon,Dragon; Fire; Rare,Gargantuan,Bestiary 3 pg. 85
16,Unique,Grogrisant,Beast; Primal; Unique,Huge,Monsters of Myth pg. 34
16,Unique,Kob Moleg,Earth; Giant; Humanoid; Unique,Large,Kingmaker Adventure Path pg. 352
16,Uncommon,Precentor,Fiend; Uncommon; Velstrac,Medium,Pathfinder #147: Tomorrow Must Burn pg. 85
16,Unique,Qormintur,Duergar; Dwarf; Humanoid; Unique,Medium,Pathfinder #155: Lord of the Black Sands pg. 90
16,Unique,Tamikan,Dragon; Unique,Large,Pathfinder #166: Despair on Danger Island pg. 39
16,Unique,Blue Viper (Level 16),Humanoid; Ratfolk; Unique,Small,Pathfinder #167: Ready? Fight! pg. 36
16,Unique,Castruccio Irovetti,Human; Humanoid; Unique,Medium,Kingmaker Adventure Path pg. 593
16,Common,Cornugon,Devil; Fiend,Large,"Bestiary 2 pg. 762.0 , Pathfinder #149: Against the Scarlet Triad pg. 87"
16,Rare,Crawling Slurry,Acid; Mindless; Ooze; Rare,Medium,Pathfinder #174: Shadows of the Ancients pg. 82
16,Rare,Elder Sphinx,Beast; Rare,Huge,Bestiary 3 pg. 250
16,Rare,Gray Gardener Director General,Human; Humanoid; Rare,Medium,Night of the Gray Death pg. 21
16,Rare,Inmyeonjo,Air; Beast; Rare,Huge,Pathfinder #168: King of the Mountain pg. 82
16,Unique,Lorthact,Devil; Fiend; Unique,Medium,Shadows at Sundown pg. 62
16,Rare,Muurfeli,Air; Elemental; Genie; Rare,Large,Pathfinder #155: Lord of the Black Sands pg. 78
16,Uncommon,Planetar,Angel; Celestial; Uncommon,Large,Bestiary 2 pg. 152.0
16,Rare,Rai Sho Disciple,Human; Humanoid; Rare,Medium,Pathfinder #168: King of the Mountain pg. 14
16,Unique,Shino Hakusa (Level 16),Human; Humanoid; Unique,Medium,Pathfinder #167: Ready? Fight! pg. 36
16,Unique,Veshumirix,Dragon; Fire; Unique,Huge,Pathfinder #148: Fires of the Haunted City pg. 90
16,Rare,Vilderavn,Fey; Rare,Medium,Bestiary 3 pg. 287
16,Rare,Wereant Disciple,Beast; Human; Humanoid; Rare; Werecreature,Medium,Pathfinder #174: Shadows of the Ancients pg. 86
16,Unique,Worknesh,Human; Humanoid; Unique,Medium,Pathfinder #172: Secrets of the Temple City pg. 952
16,Common,Zomok,Dragon; Plant,Gargantuan,Bestiary 2 pg. 3032.0
16,Rare,Convergent Soldier,Human; Humanoid; Rare,Medium,Pathfinder #156: The Apocalypse Prophet pg. 14
16,Uncommon,Fjord Linnorm,Amphibious; Dragon; Uncommon,Gargantuan,Bestiary 2 pg. 1652.0
16,Uncommon,Shobhad Enforcer,Humanoid; Uncommon,Large,Pathfinder #173: Doorway to the Red Star pg. 88
16,Uncommon,Ancient Black Dragon,Acid; Amphibious; Dragon; Uncommon,Huge,Bestiary pg. 106
16,Uncommon,Ancient Brass Dragon,Dragon; Fire; Uncommon,Huge,Bestiary pg. 118
16,Uncommon,Rune Giant,Evil; Giant; Humanoid; Uncommon,Gargantuan,Bestiary pg. 175
16,Rare,Thorn Guardian,Construct; Mindless; Rare,Small,Pathfinder #174: Shadows of the Ancients pg. 19
16,Uncommon,Saurian Warmonger,Dinosaur; Humanoid; Uncommon,Huge,Pathfinder #156: The Apocalypse Prophet pg. 80
16,Rare,Wild Hunt Archer,Fey; Rare; Wild Hunt,Medium,Kingmaker Adventure Path pg. 618
16,Common,Shemhazian,Demon; Fiend,Gargantuan,Bestiary pg. 80
16,Rare,Rai Sho Postulant,Humanoid; Rare,Large,Pathfinder #168: King of the Mountain pg. 13
16,Uncommon,Kemnebi's Puppets,Human; Humanoid; Uncommon,Medium,Pathfinder #186: Ghost King's Rage pg. 44
16,Uncommon,Grootslang,Beast; Uncommon,Gargantuan,The Mwangi Expanse pg. 2982.0
16,Rare,Storm-Struck Arboreal,Plant; Rare,Huge,Kingmaker Adventure Path pg. 447
16,Unique,Ran-to (Level 16),Goblin; Humanoid; Unique,Small,Pathfinder #167: Ready? Fight! pg. 37
16,Uncommon,Rival Necromancer,Human; Humanoid; Uncommon,Medium,Pathfinder #186: Ghost King's Rage pg. 30
16,Rare,Siabrae,Rare; Undead,Medium,Book of the Dead pg. 145
16,Unique,The Gardener Creature,Ghost; Incorporeal; Spirit; Undead; Unique,Small,Kingmaker Adventure Path pg. 364
16,Unique,Zinogyvaz,Undead; Unique; Vampire,Large,Pathfinder #155: Lord of the Black Sands pg. 35
16,Rare,Lesser Death,Rare; Undead,Medium,Bestiary pg. 197
16,Uncommon,Theater Phantasm,Incorporeal; Uncommon; Undead,Large,Pathfinder #185: A Taste of Ashes pg. 89
16,Rare,Facetbound Cascader,Rare; Undead,Medium,Pathfinder #185: A Taste of Ashes pg. 85
16,Unique,War Champion Kharostan,Fiend; Humanoid; Unique; Urdefhan,Large,Pathfinder #155: Lord of the Black Sands pg. 88
16,Unique,Watchtower Wraith,Incorporeal; Undead; Unique; Wraith,Medium,Pathfinder #166: Despair on Danger Island pg. 36
16,Common,Sumbreiva,Humanoid; Negative,Large,Bestiary 3 pg. 260
16,Unique,Korog,Undead; Unique,Medium,Kingmaker Adventure Path pg. 403
16,Rare,Pale Sovereign,Rare; Undead,Medium,Book of the Dead pg. 136
16,Uncommon,Warsworn,Uncommon; Undead,Gargantuan,Bestiary pg. 323
16,Uncommon,Rival Corpsekiller,Human; Humanoid; Uncommon,Medium,Pathfinder #186: Ghost King's Rage pg. 30
17,Unique,Mafika Ayuwari,Human; Humanoid; Unique,Medium,Pathfinder #167: Ready? Fight! pg. 38
17,Uncommon,Formian Queen,Formian; Uncommon,Large,Pathfinder #173: Doorway to the Red Star pg. 84
17,Rare,Whimwyrm,Air; Dragon; Rare,Medium,Kingmaker Adventure Path pg. 615
17,Common,Deimavigga,Devil; Fiend,Medium,Bestiary 3 pg. 66
17,Unique,Ghiasi The Unraveler,Shadow; Unique,Medium,Pathfinder #185: A Taste of Ashes pg. 91
17,Uncommon,Maliadi,Beast; Uncommon,Gargantuan,The Mwangi Expanse pg. 3022.0
17,Rare,Eseneth,Monitor; Psychopomp; Rare,Medium,Pathfinder #186: Ghost King's Rage pg. 83
17,Unique,Koto Zekora,Fiend; Giant; Humanoid; Oni; Unique,Large,Pathfinder #166: Despair on Danger Island pg. 55
17,Common,Water Yai,Fiend; Giant; Humanoid; Oni; Water,Huge,Bestiary 2 pg. 1912.0
17,Unique,Kas Xi Rai,Human; Humanoid; Unique,Medium,Pathfinder #167: Ready? Fight! pg. 23
17,Uncommon,Radiant Warden,Construct; Uncommon,Gargantuan,Bestiary 2 pg. 2202.0
17,Rare,Alapolo,Fey; Rare; Shadow,Medium,Pathfinder #174: Shadows of the Ancients pg. 80
17,Uncommon,Gumiho,Fey; Uncommon,Medium,Pathfinder #168: King of the Mountain pg. 81
17,Uncommon,Ancient Green Dragon,Amphibious; Dragon; Uncommon,Gargantuan,Bestiary pg. 110
17,Unique,Dead Fane,Human; Humanoid; Unique,Medium,Pathfinder #186: Ghost King's Rage pg. 51
17,Uncommon,Leydroth,Beast; Uncommon,Large,Bestiary 2 pg. 1632.0
17,Rare,Red Commander Ant,Beast; Rare,Huge,Pathfinder #174: Shadows of the Ancients pg. 73
17,Common,Scarlet Triad Boss,Human; Humanoid,Medium,Pathfinder #149: Against the Scarlet Triad pg. 57
17,Rare,Thresholder Mystic,Human; Humanoid; Rare,Medium,Kingmaker Adventure Path pg. 408
17,Uncommon,Wendigo,Beast; Cold; Uncommon,Large,Bestiary pg. 327
17,Uncommon,Camarach,Monitor; Uncommon,Gargantuan,Pathfinder #162: Ruins of the Radiant Siege pg. 77
17,Uncommon,Lusca,Aberration; Aquatic; Uncommon,Gargantuan,Pathfinder #161: Belly of the Black Whale pg. 83
17,Uncommon,Shobhad Sniper,Humanoid; Uncommon,Large,Pathfinder #173: Doorway to the Red Star pg. 89
